1	0	215	439
1	0	216	439
1	0	217	439
1	0	218	439
1	0	219	439
1	0	220	439
1	0	221	439
1	0	222	439
1	0	223	439
1	0	224	439
1	0	225	439
1	0	226	439
1	0	227	439
1	0	228	439
1	0	229	439
1	0	230	439
1	0	231	439
1	0	232	439
1	0	233	439
1	0	234	439
1	0	235	439
1	0	236	439
1	0	237	439
1	0	238	439
1	0	239	439
1	0	240	439
1	0	241	439
1	0	242	439
1	0	243	439
1	0	244	439
1	0	245	439
1	0	246	439
1	0	247	439
1	0	248	439
1	0	249	439
1	0	250	439
1	0	251	439
1	0	252	439
1	0	253	439
1	0	254	439
1	0	255	439
1	0	256	439
1	0	257	439
1	0	258	439
1	0	259	439
1	0	260	439
1	0	261	439
1	0	262	439
1	0	263	439
1	0	264	439
1	0	265	439
1	0	266	439
1	0	267	439
1	0	268	439
1	0	269	439
1	0	270	439
1	0	271	439
1	0	272	439
1	0	273	439
1	0	274	439
1	0	275	439
1	0	276	439
1	0	277	439
1	0	278	439
