1	1	134.05	6.8
1	1	134.05	6.825
1	1	134.05	6.85
1	1	134.05	6.875
1	1	134.05	6.9
1	1	134.05	6.925
1	1	134.05	6.95
1	1	134.05	6.975
1	1	134.05	7
1	1	134.05	7.025
1	1	134.05	7.05
1	1	134.075	6.8
1	1	134.075	6.825
1	1	134.075	6.85
1	1	134.075	6.875
1	1	134.075	6.9
1	1	134.075	6.925
1	1	134.075	6.95
1	1	134.075	6.975
1	1	134.075	7
1	1	134.075	7.025
1	1	134.075	7.05
1	1	134.1	6.8
1	1	134.1	6.825
1	1	134.1	6.85
1	1	134.1	6.875
1	1	134.1	6.9
1	1	134.1	6.925
1	1	134.1	6.95
1	1	134.1	6.975
1	1	134.1	7
1	1	134.1	7.025
1	1	134.1	7.05
1	1	134.125	6.8
1	1	134.125	6.825
1	1	134.125	6.85
1	1	134.125	6.875
1	1	134.125	6.9
1	1	134.125	6.925
1	1	134.125	6.95
1	1	134.125	6.975
1	1	134.125	7
1	1	134.125	7.025
1	1	134.125	7.05
1	1	134.15	6.8
1	1	134.15	6.825
1	1	134.15	6.85
1	1	134.15	6.875
1	1	134.15	6.9
1	1	134.15	6.925
1	1	134.15	6.95
1	1	134.15	6.975
1	1	134.15	7
1	1	134.15	7.025
1	1	134.15	7.05
1	1	134.175	6.8
1	1	134.175	6.825
1	1	134.175	6.85
1	1	134.175	6.875
1	1	134.175	6.9
1	1	134.175	6.925
1	1	134.175	6.95
1	1	134.175	6.975
1	1	134.175	7
1	1	134.175	7.025
1	1	134.175	7.05
1	1	134.2	6.8
1	1	134.2	6.825
1	1	134.2	6.85
1	1	134.2	6.875
1	1	134.2	6.9
1	1	134.2	6.925
1	1	134.2	6.95
1	1	134.2	6.975
1	1	134.2	7
1	1	134.2	7.025
1	1	134.2	7.05
1	1	134.225	6.8
1	1	134.225	6.825
1	1	134.225	6.85
1	1	134.225	6.875
1	1	134.225	6.9
1	1	134.225	6.925
1	1	134.225	6.95
1	1	134.225	6.975
1	1	134.225	7
1	1	134.225	7.025
1	1	134.225	7.05
1	1	134.25	6.8
1	1	134.25	6.825
1	1	134.25	6.85
1	1	134.25	6.875
1	1	134.25	6.9
1	1	134.25	6.925
1	1	134.25	6.95
1	1	134.25	6.975
1	1	134.25	7
1	1	134.25	7.025
1	1	134.25	7.05
1	1	134.275	6.8
1	1	134.275	6.825
1	1	134.275	6.85
1	1	134.275	6.875
1	1	134.275	6.9
1	1	134.275	6.925
1	1	134.275	6.95
1	1	134.275	6.975
1	1	134.275	7
1	1	134.275	7.025
1	1	134.275	7.05
1	1	134.3	6.8
1	1	134.3	6.825
1	1	134.3	6.85
1	1	134.3	6.875
1	1	134.3	6.9
1	1	134.3	6.925
1	1	134.3	6.95
1	1	134.3	6.975
1	1	134.3	7
1	1	134.3	7.025
1	1	134.3	7.05
