Interpolation Weights at U-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indx5   indx6    XIdgO       XIrg      XIdgR     Jdg   indx8    ETAdgO     ETArg      ETAdgT 
0000265  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121    9745    9746  120.00000  120.33333  121.00000    56    9920   55.50000   55.50000   56.50000
0000266  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121    9745    9746  120.00000  120.66667  121.00000    56    9920   55.50000   55.50000   56.50000
0000267  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101    9725    9726  100.00000  100.00000  101.00000    56    9900   55.50000   55.83333   56.50000
0000268  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101    9725    9726  100.00000  100.33333  101.00000    56    9900   55.50000   55.83333   56.50000
0000269  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101    9725    9726  100.00000  100.66667  101.00000    56    9900   55.50000   55.83333   56.50000
0000270  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102    9726    9727  101.00000  101.00000  102.00000    56    9901   55.50000   55.83333   56.50000
0000271  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121    9745    9746  120.00000  120.00000  121.00000    56    9920   55.50000   55.83333   56.50000
0000272  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121    9745    9746  120.00000  120.33333  121.00000    56    9920   55.50000   55.83333   56.50000
0000273  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121    9745    9746  120.00000  120.66667  121.00000    56    9920   55.50000   55.83333   56.50000
0000274  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101    9725    9726  100.00000  100.00000  101.00000    56    9900   55.50000   56.16667   56.50000
0000275  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101    9725    9726  100.00000  100.33333  101.00000    56    9900   55.50000   56.16667   56.50000
0000276  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101    9725    9726  100.00000  100.66667  101.00000    56    9900   55.50000   56.16667   56.50000
0000277  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102    9726    9727  101.00000  101.00000  102.00000    56    9901   55.50000   56.16667   56.50000
0000278  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121    9745    9746  120.00000  120.00000  121.00000    56    9920   55.50000   56.16667   56.50000
0000279  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121    9745    9746  120.00000  120.33333  121.00000    56    9920   55.50000   56.16667   56.50000
0000280  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121    9745    9746  120.00000  120.66667  121.00000    56    9920   55.50000   56.16667   56.50000
0000281  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101    9900    9901  100.00000  100.00000  101.00000    57   10075   56.50000   56.50000   57.50000
0000282  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101    9900    9901  100.00000  100.33333  101.00000    57   10075   56.50000   56.50000   57.50000
0000283  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101    9900    9901  100.00000  100.66667  101.00000    57   10075   56.50000   56.50000   57.50000
0000284  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102    9901    9902  101.00000  101.00000  102.00000    57   10076   56.50000   56.50000   57.50000
0000285  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121    9920    9921  120.00000  120.00000  121.00000    57   10095   56.50000   56.50000   57.50000
0000286  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121    9920    9921  120.00000  120.33333  121.00000    57   10095   56.50000   56.50000   57.50000
0000287  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121    9920    9921  120.00000  120.66667  121.00000    57   10095   56.50000   56.50000   57.50000
0000288  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101    9900    9901  100.00000  100.00000  101.00000    57   10075   56.50000   56.83333   57.50000
0000289  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101    9900    9901  100.00000  100.33333  101.00000    57   10075   56.50000   56.83333   57.50000
0000290  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101    9900    9901  100.00000  100.66667  101.00000    57   10075   56.50000   56.83333   57.50000
0000291  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102    9901    9902  101.00000  101.00000  102.00000    57   10076   56.50000   56.83333   57.50000
0000292  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121    9920    9921  120.00000  120.00000  121.00000    57   10095   56.50000   56.83333   57.50000
0000293  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121    9920    9921  120.00000  120.33333  121.00000    57   10095   56.50000   56.83333   57.50000
0000294  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121    9920    9921  120.00000  120.66667  121.00000    57   10095   56.50000   56.83333   57.50000
0000295  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101    9900    9901  100.00000  100.00000  101.00000    57   10075   56.50000   57.16667   57.50000
0000296  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101    9900    9901  100.00000  100.33333  101.00000    57   10075   56.50000   57.16667   57.50000
0000297  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101    9900    9901  100.00000  100.66667  101.00000    57   10075   56.50000   57.16667   57.50000
0000298  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102    9901    9902  101.00000  101.00000  102.00000    57   10076   56.50000   57.16667   57.50000
0000299  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121    9920    9921  120.00000  120.00000  121.00000    57   10095   56.50000   57.16667   57.50000
0000300  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121    9920    9921  120.00000  120.33333  121.00000    57   10095   56.50000   57.16667   57.50000
0000301  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121    9920    9921  120.00000  120.66667  121.00000    57   10095   56.50000   57.16667   57.50000
0000302  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   10075   10076  100.00000  100.00000  101.00000    58   10250   57.50000   57.50000   58.50000
0000303  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10075   10076  100.00000  100.33333  101.00000    58   10250   57.50000   57.50000   58.50000
0000304  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10075   10076  100.00000  100.66667  101.00000    58   10250   57.50000   57.50000   58.50000
0000305  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   10076   10077  101.00000  101.00000  102.00000    58   10251   57.50000   57.50000   58.50000
0000306  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   10095   10096  120.00000  120.00000  121.00000    58   10270   57.50000   57.50000   58.50000
0000307  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10095   10096  120.00000  120.33333  121.00000    58   10270   57.50000   57.50000   58.50000
0000308  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10095   10096  120.00000  120.66667  121.00000    58   10270   57.50000   57.50000   58.50000
0000309  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   10075   10076  100.00000  100.00000  101.00000    58   10250   57.50000   57.83333   58.50000
0000310  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   10075   10076  100.00000  100.33333  101.00000    58   10250   57.50000   57.83333   58.50000
0000311  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   10075   10076  100.00000  100.66667  101.00000    58   10250   57.50000   57.83333   58.50000
0000312  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   10076   10077  101.00000  101.00000  102.00000    58   10251   57.50000   57.83333   58.50000
0000313  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   10095   10096  120.00000  120.00000  121.00000    58   10270   57.50000   57.83333   58.50000
0000314  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   10095   10096  120.00000  120.33333  121.00000    58   10270   57.50000   57.83333   58.50000
0000315  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   10095   10096  120.00000  120.66667  121.00000    58   10270   57.50000   57.83333   58.50000
0000316  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   10075   10076  100.00000  100.00000  101.00000    58   10250   57.50000   58.16667   58.50000
0000317  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   10075   10076  100.00000  100.33333  101.00000    58   10250   57.50000   58.16667   58.50000
0000318  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   10075   10076  100.00000  100.66667  101.00000    58   10250   57.50000   58.16667   58.50000
0000319  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   10076   10077  101.00000  101.00000  102.00000    58   10251   57.50000   58.16667   58.50000
0000320  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   10095   10096  120.00000  120.00000  121.00000    58   10270   57.50000   58.16667   58.50000
0000321  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   10095   10096  120.00000  120.33333  121.00000    58   10270   57.50000   58.16667   58.50000
0000322  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   10095   10096  120.00000  120.66667  121.00000    58   10270   57.50000   58.16667   58.50000
0000323  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   10250   10251  100.00000  100.00000  101.00000    59   10425   58.50000   58.50000   59.50000
0000324  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10250   10251  100.00000  100.33333  101.00000    59   10425   58.50000   58.50000   59.50000
0000325  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10250   10251  100.00000  100.66667  101.00000    59   10425   58.50000   58.50000   59.50000
0000326  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   10251   10252  101.00000  101.00000  102.00000    59   10426   58.50000   58.50000   59.50000
0000327  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   10270   10271  120.00000  120.00000  121.00000    59   10445   58.50000   58.50000   59.50000
0000328  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10270   10271  120.00000  120.33333  121.00000    59   10445   58.50000   58.50000   59.50000
0000329  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10270   10271  120.00000  120.66667  121.00000    59   10445   58.50000   58.50000   59.50000
0000330  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   10250   10251  100.00000  100.00000  101.00000    59   10425   58.50000   58.83333   59.50000
0000331  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   10250   10251  100.00000  100.33333  101.00000    59   10425   58.50000   58.83333   59.50000
0000332  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   10250   10251  100.00000  100.66667  101.00000    59   10425   58.50000   58.83333   59.50000
0000333  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   10251   10252  101.00000  101.00000  102.00000    59   10426   58.50000   58.83333   59.50000
0000334  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   10270   10271  120.00000  120.00000  121.00000    59   10445   58.50000   58.83333   59.50000
0000335  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   10270   10271  120.00000  120.33333  121.00000    59   10445   58.50000   58.83333   59.50000
0000336  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   10270   10271  120.00000  120.66667  121.00000    59   10445   58.50000   58.83333   59.50000
0000337  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   10250   10251  100.00000  100.00000  101.00000    59   10425   58.50000   59.16667   59.50000
0000338  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   10250   10251  100.00000  100.33333  101.00000    59   10425   58.50000   59.16667   59.50000
0000339  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   10250   10251  100.00000  100.66667  101.00000    59   10425   58.50000   59.16667   59.50000
0000340  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   10251   10252  101.00000  101.00000  102.00000    59   10426   58.50000   59.16667   59.50000
0000341  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   10270   10271  120.00000  120.00000  121.00000    59   10445   58.50000   59.16667   59.50000
0000342  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   10270   10271  120.00000  120.33333  121.00000    59   10445   58.50000   59.16667   59.50000
0000343  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   10270   10271  120.00000  120.66667  121.00000    59   10445   58.50000   59.16667   59.50000
0000344  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   10425   10426  100.00000  100.00000  101.00000    60   10600   59.50000   59.50000   60.50000
0000345  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10425   10426  100.00000  100.33333  101.00000    60   10600   59.50000   59.50000   60.50000
0000346  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10425   10426  100.00000  100.66667  101.00000    60   10600   59.50000   59.50000   60.50000
0000347  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   10426   10427  101.00000  101.00000  102.00000    60   10601   59.50000   59.50000   60.50000
0000348  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   10445   10446  120.00000  120.00000  121.00000    60   10620   59.50000   59.50000   60.50000
0000349  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10445   10446  120.00000  120.33333  121.00000    60   10620   59.50000   59.50000   60.50000
0000350  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10445   10446  120.00000  120.66667  121.00000    60   10620   59.50000   59.50000   60.50000
0000351  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   10425   10426  100.00000  100.00000  101.00000    60   10600   59.50000   59.83333   60.50000
0000352  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   10425   10426  100.00000  100.33333  101.00000    60   10600   59.50000   59.83333   60.50000
0000353  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   10425   10426  100.00000  100.66667  101.00000    60   10600   59.50000   59.83333   60.50000
0000354  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   10426   10427  101.00000  101.00000  102.00000    60   10601   59.50000   59.83333   60.50000
0000355  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   10445   10446  120.00000  120.00000  121.00000    60   10620   59.50000   59.83333   60.50000
0000356  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   10445   10446  120.00000  120.33333  121.00000    60   10620   59.50000   59.83333   60.50000
0000357  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   10445   10446  120.00000  120.66667  121.00000    60   10620   59.50000   59.83333   60.50000
0000358  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   10425   10426  100.00000  100.00000  101.00000    60   10600   59.50000   60.16667   60.50000
0000359  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   10425   10426  100.00000  100.33333  101.00000    60   10600   59.50000   60.16667   60.50000
0000360  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   10425   10426  100.00000  100.66667  101.00000    60   10600   59.50000   60.16667   60.50000
0000361  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   10426   10427  101.00000  101.00000  102.00000    60   10601   59.50000   60.16667   60.50000
0000362  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   10445   10446  120.00000  120.00000  121.00000    60   10620   59.50000   60.16667   60.50000
0000363  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   10445   10446  120.00000  120.33333  121.00000    60   10620   59.50000   60.16667   60.50000
0000364  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   10445   10446  120.00000  120.66667  121.00000    60   10620   59.50000   60.16667   60.50000
0000365  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   10600   10601  100.00000  100.00000  101.00000    61   10775   60.50000   60.50000   61.50000
0000366  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10600   10601  100.00000  100.33333  101.00000    61   10775   60.50000   60.50000   61.50000
0000367  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10600   10601  100.00000  100.66667  101.00000    61   10775   60.50000   60.50000   61.50000
0000368  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   10601   10602  101.00000  101.00000  102.00000    61   10776   60.50000   60.50000   61.50000
0000369  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   10620   10621  120.00000  120.00000  121.00000    61   10795   60.50000   60.50000   61.50000
0000370  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10620   10621  120.00000  120.33333  121.00000    61   10795   60.50000   60.50000   61.50000
0000371  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10620   10621  120.00000  120.66667  121.00000    61   10795   60.50000   60.50000   61.50000
0000372  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   10600   10601  100.00000  100.00000  101.00000    61   10775   60.50000   60.83333   61.50000
0000373  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   10600   10601  100.00000  100.33333  101.00000    61   10775   60.50000   60.83333   61.50000
0000374  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   10600   10601  100.00000  100.66667  101.00000    61   10775   60.50000   60.83333   61.50000
0000375  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   10601   10602  101.00000  101.00000  102.00000    61   10776   60.50000   60.83333   61.50000
0000376  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   10620   10621  120.00000  120.00000  121.00000    61   10795   60.50000   60.83333   61.50000
0000377  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   10620   10621  120.00000  120.33333  121.00000    61   10795   60.50000   60.83333   61.50000
0000378  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   10620   10621  120.00000  120.66667  121.00000    61   10795   60.50000   60.83333   61.50000
0000379  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   10600   10601  100.00000  100.00000  101.00000    61   10775   60.50000   61.16667   61.50000
0000380  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   10600   10601  100.00000  100.33333  101.00000    61   10775   60.50000   61.16667   61.50000
0000381  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   10600   10601  100.00000  100.66667  101.00000    61   10775   60.50000   61.16667   61.50000
0000382  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   10601   10602  101.00000  101.00000  102.00000    61   10776   60.50000   61.16667   61.50000
0000383  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   10620   10621  120.00000  120.00000  121.00000    61   10795   60.50000   61.16667   61.50000
0000384  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   10620   10621  120.00000  120.33333  121.00000    61   10795   60.50000   61.16667   61.50000
0000385  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   10620   10621  120.00000  120.66667  121.00000    61   10795   60.50000   61.16667   61.50000
0000386  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   10775   10776  100.00000  100.00000  101.00000    62   10950   61.50000   61.50000   62.50000
0000387  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10775   10776  100.00000  100.33333  101.00000    62   10950   61.50000   61.50000   62.50000
0000388  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10775   10776  100.00000  100.66667  101.00000    62   10950   61.50000   61.50000   62.50000
0000389  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   10776   10777  101.00000  101.00000  102.00000    62   10951   61.50000   61.50000   62.50000
0000390  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   10795   10796  120.00000  120.00000  121.00000    62   10970   61.50000   61.50000   62.50000
0000391  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10795   10796  120.00000  120.33333  121.00000    62   10970   61.50000   61.50000   62.50000
0000392  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10795   10796  120.00000  120.66667  121.00000    62   10970   61.50000   61.50000   62.50000
0000393  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   10775   10776  100.00000  100.00000  101.00000    62   10950   61.50000   61.83333   62.50000
0000394  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   10775   10776  100.00000  100.33333  101.00000    62   10950   61.50000   61.83333   62.50000
0000395  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   10775   10776  100.00000  100.66667  101.00000    62   10950   61.50000   61.83333   62.50000
0000396  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   10776   10777  101.00000  101.00000  102.00000    62   10951   61.50000   61.83333   62.50000
0000397  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   10795   10796  120.00000  120.00000  121.00000    62   10970   61.50000   61.83333   62.50000
0000398  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   10795   10796  120.00000  120.33333  121.00000    62   10970   61.50000   61.83333   62.50000
0000399  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   10795   10796  120.00000  120.66667  121.00000    62   10970   61.50000   61.83333   62.50000
0000400  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   10775   10776  100.00000  100.00000  101.00000    62   10950   61.50000   62.16667   62.50000
0000401  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   10775   10776  100.00000  100.33333  101.00000    62   10950   61.50000   62.16667   62.50000
0000402  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   10775   10776  100.00000  100.66667  101.00000    62   10950   61.50000   62.16667   62.50000
0000403  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   10776   10777  101.00000  101.00000  102.00000    62   10951   61.50000   62.16667   62.50000
0000404  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   10795   10796  120.00000  120.00000  121.00000    62   10970   61.50000   62.16667   62.50000
0000405  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   10795   10796  120.00000  120.33333  121.00000    62   10970   61.50000   62.16667   62.50000
0000406  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   10795   10796  120.00000  120.66667  121.00000    62   10970   61.50000   62.16667   62.50000
0000407  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   10950   10951  100.00000  100.00000  101.00000    63   11125   62.50000   62.50000   63.50000
0000408  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10950   10951  100.00000  100.33333  101.00000    63   11125   62.50000   62.50000   63.50000
0000409  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   10950   10951  100.00000  100.66667  101.00000    63   11125   62.50000   62.50000   63.50000
0000410  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   10951   10952  101.00000  101.00000  102.00000    63   11126   62.50000   62.50000   63.50000
0000411  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   10970   10971  120.00000  120.00000  121.00000    63   11145   62.50000   62.50000   63.50000
0000412  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10970   10971  120.00000  120.33333  121.00000    63   11145   62.50000   62.50000   63.50000
0000413  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   10970   10971  120.00000  120.66667  121.00000    63   11145   62.50000   62.50000   63.50000
0000414  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   10950   10951  100.00000  100.00000  101.00000    63   11125   62.50000   62.83333   63.50000
0000415  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   10950   10951  100.00000  100.33333  101.00000    63   11125   62.50000   62.83333   63.50000
0000416  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   10950   10951  100.00000  100.66667  101.00000    63   11125   62.50000   62.83333   63.50000
0000417  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   10951   10952  101.00000  101.00000  102.00000    63   11126   62.50000   62.83333   63.50000
0000418  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   10970   10971  120.00000  120.00000  121.00000    63   11145   62.50000   62.83333   63.50000
0000419  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   10970   10971  120.00000  120.33333  121.00000    63   11145   62.50000   62.83333   63.50000
0000420  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   10970   10971  120.00000  120.66667  121.00000    63   11145   62.50000   62.83333   63.50000
0000421  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   10950   10951  100.00000  100.00000  101.00000    63   11125   62.50000   63.16667   63.50000
0000422  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   10950   10951  100.00000  100.33333  101.00000    63   11125   62.50000   63.16667   63.50000
0000423  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   10950   10951  100.00000  100.66667  101.00000    63   11125   62.50000   63.16667   63.50000
