1	1	134.0524445	6.797364235
1	1	134.0524445	6.819268227
1	1	134.0524445	6.841184616
1	1	134.0524445	6.863101482
1	1	134.0524445	6.885007381
1	1	134.0524445	6.906908512
1	1	134.0524445	6.928797245
1	1	134.0524445	6.950700283
1	1	134.0524445	6.972589016
1	1	134.0524445	6.994482994
1	1	134.0524445	7.016361713
1	1	134.0524445	7.038251877
1	1	134.0741272	6.797364235
1	1	134.0741272	6.819268227
1	1	134.0741272	6.841184616
1	1	134.0741272	6.863101482
1	1	134.0741272	6.885007381
1	1	134.0741272	6.906908512
1	1	134.0741272	6.928797245
1	1	134.0741272	6.950700283
1	1	134.0741272	6.972589016
1	1	134.0741272	6.994482994
1	1	134.0741272	7.016361713
1	1	134.0741272	7.038251877
1	1	134.0958099	6.797364235
1	1	134.0958099	6.819268227
1	1	134.0958099	6.841184616
1	1	134.0958099	6.863101482
1	1	134.0958099	6.885007381
1	1	134.0958099	6.906908512
1	1	134.0958099	6.928797245
1	1	134.0958099	6.950700283
1	1	134.0958099	6.972589016
1	1	134.0958099	6.994482994
1	1	134.0958099	7.016361713
1	1	134.0958099	7.038251877
1	1	134.1174927	6.797364235
1	1	134.1174927	6.819268227
1	1	134.1174927	6.841184616
1	1	134.1174927	6.863101482
1	1	134.1174927	6.885007381
1	1	134.1174927	6.906908512
1	1	134.1174927	6.928797245
1	1	134.1174927	6.950700283
1	1	134.1174927	6.972589016
1	1	134.1174927	6.994482994
1	1	134.1174927	7.016361713
1	1	134.1174927	7.038251877
1	1	134.1391754	6.797364235
1	1	134.1391754	6.819268227
1	1	134.1391754	6.841184616
1	1	134.1391754	6.863101482
1	1	134.1391754	6.885007381
1	1	134.1391754	6.906908512
1	1	134.1391754	6.928797245
1	1	134.1391754	6.950700283
1	1	134.1391754	6.972589016
1	1	134.1391754	6.994482994
1	1	134.1391754	7.016361713
1	1	134.1391754	7.038251877
1	1	134.1608582	6.797364235
1	1	134.1608582	6.819268227
1	1	134.1608582	6.841184616
1	1	134.1608582	6.863101482
1	1	134.1608582	6.885007381
1	1	134.1608582	6.906908512
1	1	134.1608582	6.928797245
1	1	134.1608582	6.950700283
1	1	134.1608582	6.972589016
1	1	134.1608582	6.994482994
1	1	134.1608582	7.016361713
1	1	134.1608582	7.038251877
1	1	134.1825562	6.797364235
1	1	134.1825562	6.819268227
1	1	134.1825562	6.841184616
1	1	134.1825562	6.863101482
1	1	134.1825562	6.885007381
1	1	134.1825562	6.906908512
1	1	134.1825562	6.928797245
1	1	134.1825562	6.950700283
1	1	134.1825562	6.972589016
1	1	134.1825562	6.994482994
1	1	134.1825562	7.016361713
1	1	134.1825562	7.038251877
1	1	134.2042236	6.797364235
1	1	134.2042236	6.819268227
1	1	134.2042236	6.841184616
1	1	134.2042236	6.863101482
1	1	134.2042236	6.885007381
1	1	134.2042236	6.906908512
1	1	134.2042236	6.928797245
1	1	134.2042236	6.950700283
1	1	134.2042236	6.972589016
1	1	134.2042236	6.994482994
1	1	134.2042236	7.016361713
1	1	134.2042236	7.038251877
1	1	134.2259216	6.797364235
1	1	134.2259216	6.819268227
1	1	134.2259216	6.841184616
1	1	134.2259216	6.863101482
1	1	134.2259216	6.885007381
1	1	134.2259216	6.906908512
1	1	134.2259216	6.928797245
1	1	134.2259216	6.950700283
1	1	134.2259216	6.972589016
1	1	134.2259216	6.994482994
1	1	134.2259216	7.016361713
1	1	134.2259216	7.038251877
1	1	134.2476196	6.797364235
1	1	134.2476196	6.819268227
1	1	134.2476196	6.841184616
1	1	134.2476196	6.863101482
1	1	134.2476196	6.885007381
1	1	134.2476196	6.906908512
1	1	134.2476196	6.928797245
1	1	134.2476196	6.950700283
1	1	134.2476196	6.972589016
1	1	134.2476196	6.994482994
1	1	134.2476196	7.016361713
1	1	134.2476196	7.038251877
1	1	134.2693024	6.797364235
1	1	134.2693024	6.819268227
1	1	134.2693024	6.841184616
1	1	134.2693024	6.863101482
1	1	134.2693024	6.885007381
1	1	134.2693024	6.906908512
1	1	134.2693024	6.928797245
1	1	134.2693024	6.950700283
1	1	134.2693024	6.972589016
1	1	134.2693024	6.994482994
1	1	134.2693024	7.016361713
1	1	134.2693024	7.038251877
1	1	134.2909851	6.797364235
1	1	134.2909851	6.819268227
1	1	134.2909851	6.841184616
1	1	134.2909851	6.863101482
1	1	134.2909851	6.885007381
1	1	134.2909851	6.906908512
1	1	134.2909851	6.928797245
1	1	134.2909851	6.950700283
1	1	134.2909851	6.972589016
1	1	134.2909851	6.994482994
1	1	134.2909851	7.016361713
1	1	134.2909851	7.038251877
